Address	R/W	Value	Soft	Hard	Hit	Evicted Page#	Dirty Evicted Page
BD7D	0	5	1	0	0	-1	-1
2D01	0	79	1	0	0	-1	-1
3298	0	97	1	0	0	-1	-1
EB05	0	113	1	0	0	-1	-1
2CD2	0	253	1	0	0	-1	-1
814B	0	70	1	0	0	-1	-1
4113	0	138	1	0	0	-1	-1
A0C9	0	232	1	0	0	-1	-1
9021	1	158	1	0	0	-1	-1
49D1	1	59	1	0	0	-1	-1
66A3	0	46	1	0	0	-1	-1
3357	0	51	1	0	0	-1	-1
EB93	0	56	1	0	0	-1	-1
965A	0	100	1	0	0	-1	-1
5C9E	0	58	1	0	0	-1	-1
1E3A	0	142	1	0	0	-1	-1
05D7	0	187	1	0	0	-1	-1
E5F8	0	225	1	0	0	-1	-1
AE73	0	21	1	0	0	-1	-1
D484	0	120	1	0	0	-1	-1
FD34	0	99	1	0	0	-1	-1
C94E	0	114	1	0	0	-1	-1
7C70	0	103	1	0	0	-1	-1
EC0D	1	10	1	0	0	-1	-1
B49E	0	58	1	0	0	-1	-1
91DA	0	107	1	0	0	-1	-1
71FB	0	83	1	0	0	-1	-1
CFCE	1	211	1	0	0	-1	-1
6E05	0	113	1	0	0	-1	-1
B269	1	255	1	0	0	-1	-1
DFC6	0	162	1	0	0	-1	-1
2B83	0	21	1	0	0	-1	-1
F442	0	25	1	0	0	-1	-1
C9E0	0	73	1	0	0	-1	-1
A651	1	200	1	0	0	-1	-1
5F7E	0	141	1	0	0	-1	-1
F8A0	0	186	1	0	0	-1	-1
B662	0	46	1	0	0	-1	-1
55DA	0	107	1	0	0	-1	-1
4CEA	0	127	1	0	0	-1	-1
32B2	0	155	1	0	0	-1	-1
B6CD	0	85	0	0	1	-1	-1
2844	1	130	1	0	0	-1	-1
437D	0	5	1	0	0	-1	-1
28DD	0	57	0	0	1	-1	-1
B0F7	0	229	1	0	0	-1	-1
B5C0	1	199	1	0	0	-1	-1
3E0B	0	88	1	0	0	-1	-1
2BB6	0	84	1	0	0	-1	-1
8227	0	73	1	0	0	-1	-1
2D06	0	119	1	0	0	-1	-1
9511	0	32	1	0	0	-1	-1
C766	1	63	1	0	0	-1	-1
3F9D	0	188	1	0	0	-1	-1
F139	0	40	1	0	0	-1	-1
25E0	0	73	1	0	0	-1	-1
EB64	0	85	1	0	0	-1	-1
AF18	0	125	1	0	0	-1	-1
6C89	0	88	1	0	0	-1	-1
C969	0	7488526	1	0	0	-1	-1
AEAF	0	139	1	0	0	-1	-1
6427	1	73	1	0	0	-1	-1
4B49	1	170	1	0	0	-1	-1
5669	0	7488526	1	0	0	-1	-1
4C40	0	211	1	0	0	-1	-1
0DE3	0	181	1	0	0	-1	-1
5BFF	0	180	1	0	0	-1	-1
B108	0	70	1	0	0	-1	-1
79D5	0	240	1	0	0	-1	-1
6206	0	119	1	0	0	-1	-1
D8C9	0	232	1	0	0	-1	-1
D478	1	50	1	0	0	-1	-1
E330	0	211	1	0	0	-1	-1
E738	0	140	1	0	0	-1	-1
5359	0	169	1	0	0	-1	-1
456A	0	155	1	0	0	-1	-1
E569	1	7488526	1	0	0	-1	-1
E217	0	239	1	0	0	-1	-1
003C	0	213	1	0	0	-1	-1
B438	0	140	1	0	0	-1	-1
6099	0	16	1	0	0	-1	-1
19CC	0	156	1	0	0	-1	-1
D715	0	154	1	0	0	-1	-1
C43E	0	35	1	0	0	-1	-1
1C91	0	85	1	0	0	-1	-1
457B	0	87	1	0	0	-1	-1
A6AB	1	17	1	0	0	-1	-1
E8E8	1	136	1	0	0	-1	-1
358D	0	181	1	0	0	-1	-1
E120	0	182	1	0	0	-1	-1
90B4	1	43	1	0	0	-1	-1
8710	0	131	1	0	0	-1	-1
55CD	0	85	1	0	0	-1	-1
C36D	0	65	0	1	0	12	0
5F15	1	217	1	0	0	-1	-1
BF59	1	212	1	0	0	-1	-1
CD79	1	188	1	0	0	-1	-1
E9B2	0	161	1	0	0	-1	-1
EECA	0	54	1	0	0	-1	-1
EEDE	1	177	0	0	1	-1	-1
E953	0	38	0	0	1	-1	-1
5159	0	-551168	1	0	0	-1	-1
9368	0	49	1	0	0	-1	-1
0828	0	248	1	0	0	-1	-1
27D8	0	77	1	0	0	-1	-1
AA20	0	144	1	0	0	-1	-1
6C26	0	103	1	0	0	-1	-1
AE89	1	175	1	0	0	-1	-1
CA66	1	44	1	0	0	-1	-1
B66E	0	144	1	0	0	-1	-1
48DF	0	196	1	0	0	-1	-1
506A	0	30	1	0	0	-1	-1
0BDF	0	196	1	0	0	-1	-1
557C	0	224	1	0	0	-1	-1
6427	0	20	1	0	0	-1	-1
9AA5	0	32	1	0	0	-1	-1
864A	1	43	1	0	0	-1	-1
7862	0	60	1	0	0	-1	-1
726C	0	1	1	0	0	-1	-1
5ECC	0	182	1	0	0	-1	-1
403F	0	59	1	0	0	-1	-1
F609	0	139	1	0	0	-1	-1
C86D	0	65	1	0	0	-1	-1
02EA	0	232	1	0	0	-1	-1
DEB5	0	120	1	0	0	-1	-1
DB76	0	143	0	1	0	12	0
D115	0	18	1	0	0	-1	-1
8A5C	0	171	1	0	0	-1	-1
4F3A	0	90	1	0	0	-1	-1
0CD9	0	171	1	0	0	-1	-1
1140	1	39	1	0	0	-1	-1
6A4B	0	57	1	0	0	-1	-1
61B6	0	182	1	0	0	-1	-1
A699	0	30	1	0	0	-1	-1
07D4	0	195	1	0	0	-1	-1
C8B8	1	48	1	0	0	-1	-1
68DC	0	19	1	0	0	-1	-1
9B7A	0	10	1	0	0	-1	-1
E2B5	0	8	1	0	0	-1	-1
1409	0	142	1	0	0	-1	-1
E3A9	0	212	1	0	0	-1	-1
7E7D	0	69	1	0	0	-1	-1
8E65	0	22	1	0	0	-1	-1
A03B	0	210	1	0	0	-1	-1
6DFB	0	109	1	0	0	-1	-1
15C3	1	205	1	0	0	-1	-1
0D87	0	238	1	0	0	-1	-1
7C1B	0	167	1	0	0	-1	-1
0090	1	212	1	0	0	-1	-1
DE53	0	115	1	0	0	-1	-1
EDDE	0	181	1	0	0	-1	-1
9292	1	218	1	0	0	-1	-1
7F12	0	252	1	0	0	-1	-1
37A9	0	212	1	0	0	-1	-1
5466	0	181	1	0	0	-1	-1
5E89	0	139	1	0	0	-1	-1
7594	0	175	1	0	0	-1	-1
5C02	0	101	1	0	0	-1	-1
B007	0	30	1	0	0	-1	-1
DE0A	0	198	1	0	0	-1	-1
FC50	1	113	1	0	0	-1	-1
1A65	1	22	1	0	0	-1	-1
4DDA	0	53	1	0	0	-1	-1
5B93	0	199	1	0	0	-1	-1
1FF7	0	179	1	0	0	-1	-1
